Key,english
DFmeleeKnucklesTitanium,Titanium Knuckles
DFmeleeKnucklesTitaniumDesc,"Protect your hands and put some weight into those swings. Does more damage, uses less stamina and more durable than their steel counterparts.  Repair with a Repair Kit."
modRadiationReadyHead,Radiation Ready (Helmet)
modRadiationReadyGloves,Radiation Ready (Gloves)
modRadiationReadyVest,Radiation Ready (Chest)
modRadiationReadyPants,Radiation Ready (Pants)
modRadiationReadyBoots,Radiation Ready (Boots)
DFVehicleModSpikes,Vehicle Mod: Spikes
DFVehicleModSpikesDesc,Increases damage dealt to zombies by 200%
DFVehicleModHeadlights,Vehicle Mod: Xenon Headlights
DFVehicleModHeadlightsDesc,Increases brightness of headlights by 200%
DFVehicleModArmorDesc,Reduces damage passed to the player by 50%
DFVehicleModEcoDesc,Reduces fuel usage by 50%
DFVehicleModTurboDesc,Increases minimum and maximum speeds by 200%
DFnailBomb,Nail Bomb
DFnailBombDesc,Home made explosive that causes bleeding within a 10 block radius
quest_tier1_complete_completion,Special reward for unlocking the tier [DECEA3]2[-] quests.
quest_tier2_complete_completion,Special reward for unlocking the tier [DECEA3]3[-] quests.
quest_tier3_complete_completion,Special reward for unlocking the tier [DECEA3]4[-] quests.
quest_tier4_complete_completion,Special reward for unlocking the tier [DECEA3]5[-] quests.
quest_tier5_complete_completion,Special reward for unlocking the tier [DECEA3]6[-] quests.
resourceCrushedSandBundle,Stack of Crushed Sand (6000)
resourceCrushedSandBundleDesc,This is a compact stack of crushed sand. Use this item to open and unpack it.
resourceClayLumpBundle,Stack of Clay Soil (6000)
resourceClayLumpBundleDesc,This is a compact stack of clay soil. Use this item to open and unpack it.
modAblativeArmor,Ablative Armor
modAblativeArmorDesc,Reduces your chance of being set on fire by 10% per mod piece installed
modMeleeLaserBattery,Laser Battery
modMeleeLaserBatteryDesc,Melee and archery weapon mod. Disables demonic regeneration on hit.
quest_tier3_buried_supplies,Tier 3 Buried Supplies
quest_tier4_buried_supplies,Tier 4 Buried Supplies
quest_tier5_buried_supplies,Tier 5 Buried Supplies
cntBuriedChestT3,Buried Supplies
cntBuriedChestT4,Buried Supplies
cntBuriedChestT5,Buried Supplies
buffBloodDrawKit01Desc,You are weak from blood loss and will tire faster. Healthy eating can reduce this effect.
buffBloodDrawKit01Tooltip,You are weak from blood loss and will tire faster. Healthy eating can reduce this effect.
buffAnemia1Name,Mild Anemia
buffAnemia2Name,Severe Anemia
buffAnemia3Name,Chronic Anemia
buffAnemia4Name,Cardiac Arrest
buffBloodDrawKit04Tooltip,Blood loss led to cardiac arrest.
resourceInsulator,Insulator
resourceInsulatorDesc,Used to build electrical devices.
xuiSkillNerfedEffect,Requirements Not Met
animalCoyote,Coyote
animalWolfMale,Wolf
animalWolfFemale,Wolf
animalDireWolf,Dire Wolf
animalMountainLion,Mountain Lion
animalSpider,Giant Spider
animalBossGrace,Grace
animalSnake,Snake
animalBoarKill,Boar
animalZombieVultureRadiated,Radiated Zombie Vulture
statWellness,Current Wellness
statWellnessMax,Maximum Wellness
CraftingArea,Crafting Area
Tool,Tool
advforge,Advanced Forge
workstationMetal,Metal Workstation
workstationTailor,Tailoring Bench
PandM,Mortar and Pestle
scififorge,Fusion Forge
cncMachine,Lathe
oven,Working Oven
writingDesk,Writing Desk
vehicleworkstation,Mechanic's Workstation
bigforge,Big Forge
buffNearDeathTraumaDesc,You have taken a nasty blow to the head which is messing with your memory. You have temporarily forgotten some of your skills
sc_Melee,Supply Crate
sc_Ranged,Supply Crate
sc_Food,Supply Crate
sc_Construction,Supply Crate
sc_Medical,Supply Crate
sc_Ammo,Supply Crate
workbenchDesc,Many advanced crafting recipes require a workbench. On a workbench you can also craft all items that you can craft in your backpack. Workbenches allow you to combine items to repair them or improve quality up to 40. Remove your mods before you do this.
modGunRodAndSpring,Rod and Spring Replacement
DFP225Schematic,P225 Pistol Schematic
statement_-142346460,I know a few things...
statement_1491868662,I might be able to do that...
responseID_-1931532968,Can you teach me any new recipes?
responseID_-519706820,Can you teach me to be a better crafter?
response_1135977886,Armor Crafting 1 (3000 Dukes)
response_1135977887,Armor Crafting 2 (6000 Dukes)
response_1135977888,Armor Crafting 3 (9000 Dukes)
response_1135977889,Armor Crafting 4 (12000 Dukes)
response_1135977890,Armor Crafting 5 (15000 Dukes)
response_1135977891,Basic Farming 1 (3000 Dukes)
response_1135977892,Basic Farming 2 (6000 Dukes)
response_1135977893,Basic Farming 3 (9000 Dukes)
response_1135977894,Working Sinks (3000 Dukes)
response_1135977895,Working Ovens (3000 Dukes)
response_-113720744,Goldenrod Tea (200 Dukes)
response_-113720745,Goldenrod Seed (200 Dukes)
response_-113720746,Red Tea (200 Dukes)
response_-113720747,Chrysanthemum Seed (200 Dukes)
response_-113720748,Blueberry Pie (200 Dukes)
response_-113720749,Apple Pie (200 Dukes)
response_-113720750,Meat Stew (200 Dukes)
response_-113720751,Vegetable Stew (200 Dukes)
response_-113720752,Fish Tacos (200 Dukes)
response_-113720753,Steak and Potato (200 Dukes)
response_-113720754,Beer (200 Dukes)
response_-113720755,Corn Bread (200 Dukes)
responseID_-1931532969,Can you teach me any new recipes?
responseID_-519706821,Can you teach me to be a better crafter?
response_1135977896,Gun Crafting 1 (3000 Dukes)
response_1135977897,Gun Crafting 2 (6000 Dukes)
response_1135977898,Gun Crafting 3 (9000 Dukes)
response_1135977899,Gun Crafting 4 (12000 Dukes)
response_1135977900,Gun Crafting 5 (15000 Dukes)
response_1135977901,Ammo Crafting 1 (3000 Dukes)
response_1135977902,Ammo Crafting 2 (6000 Dukes)
response_1135977903,Ammo Crafting 3 (9000 Dukes)
response_1135977904,Ammo Crafting 4 (12000 Dukes)
response_-113720756,Pistol (200 Dukes)
response_-113720757,Double Barreled Shotgun (200 Dukes)
response_-113720758,Hunting Rifle (200 Dukes)
response_-113720759,SMG (200 Dukes)
response_-113720760,P225 (200 Dukes)
response_-113720761,Shotgun (200 Dukes)
response_-113720762,Marksman Rifle (200 Dukes)
response_-113720763,AR-15 (200 Dukes)
response_-113720764,Magnum (200 Dukes)
response_-113720765,Combat Shotgun (200 Dukes)
response_-113720766,Winchester Rifle (200 Dukes)
response_-113720767,AK-47 (200 Dukes)
responseID_-1931532970,Can you teach me any new recipes?
responseID_-519706822,Can you teach me to be a better crafter?
response_1135977905,Tool Crafting 1 (3000 Dukes)
response_1135977906,Tool Crafting 2 (6000 Dukes)
response_1135977907,Tool Crafting 3 (9000 Dukes)
response_1135977908,Tool Crafting 4 (12000 Dukes)
response_1135977909,Tool Crafting 5 (15000 Dukes)
response_1135977910,Forge Ahead 1 (200 Dukes)
response_1135977911,Forge Ahead 2 (400 Dukes)
response_1135977912,Workbenches 1 (200 Dukes)
response_1135977913,Workbenches 2 (400 Dukes)
response_-113720768,Workbench Tools (200 Dukes)
response_-113720769,Scrap Tools (200 Dukes)
response_-113720770,Iron Crafting (200 Dukes)
response_-113720771,Steel Crafting (400 Dukes)
response_-113720772,Concrete Mixing (400 Dukes)
response_-113720773,Advanced Forge (400 Dukes)
response_-113720774,Chemistry Station (400 Dukes)
responseID_-1931532971,Can you teach me any new recipes?
responseID_-519706823,Can you teach me to be a better crafter?
response_1135977914,Science Crafting 1 (3000 Dukes)
response_1135977915,Science Crafting 2 (6000 Dukes)
response_1135977916,Science Crafting 3 (9000 Dukes)
response_1135977917,Science Crafting 4 (12000 Dukes)
response_1135977918,Science Crafting 5 (15000 Dukes)
response_1135977919,Butchering Tools 1 (3000 Dukes)
response_1135977920,Butchering Tools 2 (6000 Dukes)
response_1135977921,Butchering Tools 3 (9000 Dukes)
response_-113720775,Aloe Cream (200 Dukes)
response_-113720776,First Aid Bandage (200 Dukes)
response_-113720777,Mortar and Pestle (200 Dukes)
response_-113720778,Plaster Cast (200 Dukes)
response_-113720779,First Aid Kit (400 Dukes)
response_-113720780,Recog (400 Dukes)
response_-113720781,Fortbites (400 Dukes)
responseID_-1931532972,Can you teach me any new recipes?
responseID_-519706824,Can you teach me to be a better crafter?
response_1135977922,Weapon Crafting 1 (3000 Dukes)
response_1135977923,Weapon Crafting 2 (6000 Dukes)
response_1135977924,Weapon Crafting 3 (9000 Dukes)
response_1135977925,Weapon Crafting 4 (12000 Dukes)
response_1135977926,Weapon Crafting 5 (15000 Dukes)
response_1135977927,Sledgehammer Crafting 1 (3000 Dukes)
response_1135977928,Sledgehammer Crafting 2 (6000 Dukes)
response_1135977929,Sledgehammer Crafting 3 (9000 Dukes)
response_-113720782,Do It Yourself 1 (200 Dukes)
response_-113720783,Do It Yourself 2 (200 Dukes)
response_-113720784,Do It Yourself 3 (200 Dukes)
response_-113720785,Electricity Basics 1 (200 Dukes)
response_-113720786,Electricity Basics 2 (200 Dukes)
response_-113720787,Electric Melee Traps 1 (200 Dukes)
response_-113720788,Electric Melee Traps 2 (200 Dukes)
response_-113720789,Electric Ranged Traps 1 (200 Dukes)
response_-113720790,Electric Ranged Traps 2 (200 Dukes)
response_-113720791,Electric Ranged Traps 3 (200 Dukes)
response_-113720792,Motorcycle (10000 Dukes)
TraderBobMasterMechanic,Master Mechanic (100000 Dukes)
TraderBobMasterScavenger,Master Scavenger (100000 Dukes)
TraderJenMasterScientist,Master Scientist (100000 Dukes)
TraderHughMasterHunter,Master Hunter (100000 Dukes)
TraderHughMasterLaborer,Master Laborer (100000 Dukes)
TraderJoelMasterSurvivalist,Master Survivalist (100000 Dukes)
TraderJoelMasterSecurity,Master Security (100000 Dukes)
TraderRektMasterFarmer,Master Farmer (100000 Dukes)
statement_1491868663,Sure. I have some other jobs you can do.
responseID_-1931532973,Do you have any other work?
response_-113720860,Open Trade Routes (Tier 1)
response_-113720861,Open Trade Routes (Tier 2)
response_-113720862,Open Trade Routes (Tier 3)
response_-113720863,Open Trade Routes (Tier 4)
response_-113720864,Open Trade Routes (Tier 5)
EveQuestAskText,Do you have any jobs?
EveQuestOfferText,Sure. I have a few errands you can run
EveQuestOne,Quest - The Test
EveQuestTwo,Quest - The Favor
EveQuestThree,Quest - The Reward
MeetingDoctorAnna,Quest - Meeting Dr Anna
RazorNoWorkResponseText,Hey. You got any work?
RazorNoWorkStatementText,No. I don't trust you. Go see the scout.
EveNoWorkResponseText,Hey. You got any work?
EveNoWorkStatementText,No. I don't trust you. Get Razor's trust first.
AnnaNoWorkResponseText,Hey. You got any work?
AnnaNoWorkStatementText,No. I don't trust you. Go and help out Eve.
questmedicalFirstAidBandage,First Aid Kit
questmedicalSplint,Splint
questdrugVitamins,Vitamins
questfoodMeatStew,Meat Stew
questdrinkJarBeer,Beer
questammo9mmBulletBall,9mm Ammo
questammo762mmBulletBall,7.62mm Ammo
DFturd,A human turd
DFturdDesc,A disgusting turd. Only pick up on the clean end. It can be thrown at your friends or to distract zombies.
DFtitaniumBladeTrap,Titanium Blade Trap
DFtitaniumBladeTrapDesc,Works like a normal blade trap but is made of titanium. Double durability vs the normal blade trap.
DFmeleeWpnSpearScrap,Scrap Iron Spear
DFmeleeWpnSpearScrapDesc,A spear made out of random bits of metal found in the wasteland. Slightly more durable and slightly more damage than it's stone counterpart
DFmeleeWpnKnucklesScrap,Scrap Iron Knuckles
DFmeleeWpnKnucklesScrapDesc,"Knucles made out of scrap bits of metal, duct tape and hope. Does slightly more damage than the leather version."
DFmeleeWpnClubScrap,Scrap Iron Club
DFmeleeWpnClubScrapDesc,A lump of metal with bits of iron hammered into it. Makes it slightly more durable.
meleeWpnBatonT1JunkBaton,Junk Baton
meleeWpnBatonT1JunkBatonDesc,This baton crafted from junk is light weight but still packs a decent punch.
DFmeleeWpnPowerHammer,Power Hammer
DFmeleeWpnPowerHammerDesc,Laser-tier weapon. Disables the regeneration of demons. Could possibly be used as a golf club.
DFmeleeWpnPlasmaAxe,Plasma Axe
DFmeleeWpnPlasmaAxeDesc,Laser-tier weapon. Disables the regeneration of demons. Great at removing limbs but not very good at cutting down trees.
DFresourceArrowHeadScrapIron,Scrap Iron Arrowhead
DFresourceArrowHeadScrapIronDesc,Arrowhead made from random bits of iron found in the wasteland. Used to make Scrap Iron Arrows.
DFammoArrowScrapIron,Scrap Iron Arrow
DFammoArrowScrapIronDesc,Does slightly more damage than stone arrows. Would cause tetanus if zombies were actually alive.
DFCoilshotgun,Coilshotgun
DFCoilshotgunDesc,Coil version of the automatic shotgun. Dispense death at a rapid rate.
DFCoilshotgunBarrel,Coilshotgun Barrel
DFCoilshotgunReceiver,Coilshotgun Receiver
DFCoilshotgunComponentsDesc,A part required to craft the Coilshotgun
DFammoShotgunCoilshell,Coilshell
DFammoShotgunCoilslug,Coilslug
DFammoShotgunCoilBreachingSlug,Breaching Coilslug
DFammoShotgunCoilDesc,Special ammo for the Coilshotgun. Does slightly more damage to demons and does not require gunpowder to craft.
DFpulseGrenade,Pulse Grenade
DFpulseGrenadeDesc,Does more damage to organics than a standard grenade. Very little damage to structures.
DFresourceAnimalPoisonExtract,Animal Poison
DFresourceAnimalPoisonExtractDesc,Poison extracted from the corpse of a wild animal. Used to craft antivenom.
DFantivenom,Antivenom
DFantivenomDesc,Used to remove the animal poison debuff.
modArmorInsulatedLinerAdv,Advanced Insulated Liner
modArmorCoolingMeshAdv,Advanced Cooling Mesh
perkBarBrawling8CompleteLongDesc,The 7th Curse: Unleash your inner chi with this ancient martial arts technique. The 7th melee strike landed in a short time does 300% damage.
buffRadResistDisplayName,Radiation Resitance
buffRadResistDisplayDesc,Total radiation resistance you currently have.
buffWatchTimeName,Watch
buffWatchTimeDesc,You are wearing a watch mod item in your gloves. It tells you the time
buffLegBrokenDesc,Your broken leg is slowing you down. A cast will speed up healing. Jumping or sprinting will delay healing or even hurt you. Your wellness has been permanently reduced by 5.
buffArmBrokenDesc,"Your arm is broken, slowing your weapon handling, reload speed and swing speeds. A cast will speed up healing. Ranged or power attacks will delay healing or even hurt you. Your wellness has been permanently reduced by 5."
buffInjuryAbrasionDesc,"Bumps and bruises are the most common type of injury and heal over time. Perks or medical items like Aloe Cream, First Aid Bandages or First Aid Kits increase the healing speed. Your wellness has been permanently reduced by 3."
buffInjuryConcussionDesc,You have suffered a concussion and all attributes are lowered by 1. Use painkillers to cure this. Your wellness has been permanently reduced by 5.
buffLacerationDesc,A deep laceration can only be properly treated with a First Aid Kit or Sewing Kit but a simple bandage will stop the bleeding. Your wellness has been permanently reduced by 5.
buffFatiguedDesc,You are fatigued and take 10% more damage from all attacks. Eat vitamins to cure this. Your wellness has been permanently reduced by 3.
buffLegSprainedDesc,Your leg is sprained and slowing you down. This will take some time to heal. Jumping or sprinting will delay healing or even hurt you. Further critical hits may result in a broken leg.
buffArmSprainedDesc,"Your arm is sprained, slowing your weapon handling, reload and swing speeds. This will take some time to heal.\nRanged or power attacks will delay healing or even hurt you. Further critical hits may result in a broken arm."
buffLegCastDesc,Your leg is in a cast and will now heal faster. Jumping or sprinting will delay healing or even hurt you. Further critical hits may result in a broken leg.
buffLegSplintedDesc,Your leg is splinted and needs time to heal. Jumping or sprinting will delay healing or even hurt you. Further critical hits may result in a broken leg.
buffArmCastDesc,"Your arm is in a cast, slowing your weapon handling, reload and swing speeds. This will take some time to heal. Ranged or power attacks will delay healing or even hurt you. Further critical hits may result in a broken arm."
buffArmSplintedDesc,"Your arm is splinted, slowing your weapon handling, reload and swing speeds. This will take some time to heal. Ranged or power attacks will delay healing or even hurt you. Further critical hits may result in a broken arm."
buffInjuryAbrasionTreatedDesc,You have treated your abrasions and they are now healing faster.
zombieScreamerRadiated,Radiated Screamer
zombieSnowRadiated,Radiated Lumberjack
zombieUtilityWorkerRadiated,Radiated Utility Worker
zombieBikerFeral,Feral Zombie Biker
zombieStripperRadiated,Radiated Stripper
meleeWpnFlamethrower,Flamethrower
meleeWpnFlamethrowerDesc,Gun with a gas tank strapped to it. Spews fire at your enemies. Good for killing spiders.
drugDiazepam,Diazepam
drugDiazepamDesc,A drug often used by snipers to calm nerves and reduce hand trembling.
DFresourceHazmatFiber,Hazmat Fiber
DFresourceHazmatFiberDesc,Pieces of a hazmat suit.
DFcombatAxeSchematic,Combat Axe Schematic
DFcombatAxeSchematicDesc,Notes on how to build a combat axe.
buffDrugDiazepamName,Diazepam
buffDrugDiazepamDesc,This drug is calming your nerves and helping to steady your aim
buffDrugDiazepamTooltip,The tremble in your hands seems to be gone
perkASBlunt1Desc,Increases damage by 5%. Increases attacks per minute by 5%. Decreases stamina usage by 5%. This increases at level 21.
perkASBlunt2Desc,Increases damage by 10%. Increases attacks per minute by 10%. Decreases stamina usage by 10%. This increases at level 41. Decreases zombie movement on leg hit.
perkASBlunt3Desc,Increases damage by 15%. Increases attacks per minute by 15%. Decreases stamina usage by 15%. This increases at level 61. Decreases zombie movement on leg hit.
perkASBlunt4Desc,Increases damage by 20%. Increases attacks per minute by 20%. Decreases stamina usage by 20%. This increases at level 81. Decreases zombie movement on leg hit. Increases knockdown chance by 25%.
perkASBlunt5Desc,Increases damage by 25%. Increases attacks per minute by 25%. Decreases stamina usage by 25%. Decreases zombie movement on leg hit. Increases knockdown chance by 25%. Refill stamina when you kill something with a power attack.
perkASBlades1Desc,Increases damage by 5%. Increases attacks per minute by 5%. Decreases stamina usage by 5%. This increases at level 21. 30% chance of causing bleed on primary attack.
perkASBlades2Desc,Increases damage by 10%. Increases attacks per minute by 10%. Decreases stamina usage by 10%. This increases at level 41. 40% chance of causing bleed on primary attack.
perkASBlades3Desc,Increases damage by 15%. Increases attacks per minute by 15%. Decreases stamina usage by 15%. This increases at level 61. 50% chance of causing bleed on primary attack.
perkASBlades4Desc,Increases damage by 20%. Increases attacks per minute by 20%. Decreases stamina usage by 20%. This increases at level 81. 60% chance of causing bleed on primary attack.
perkASBlades5Desc,Increases damage by 25%. Increases attacks per minute by 25%. Decreases stamina usage by 25%. 70% chance of causing bleed on primary attack.
perkASPistols1Desc,Increases damage by 5%. Increases rate of fire by 5%. Reload 5% faster. This increases at level 21.
perkASPistols2Desc,Increases damage by 10%. Increases rate of fire by 10%. Reload 10% faster. This increases at level 41. Reduce zombie movement speed on leg shot.
perkASPistols3Desc,Increases damage by 15%. Increases rate of fire by 15%. Reload 15% faster. This increases at level 61. Reduce zombie movement speed on leg shot. Pistols now cause bleed.
perkASPistols4Desc,Increases damage by 20%. Increases rate of fire by 20%. Reload 20% faster. This increases at level 81. Reduce zombie movement speed on leg shot. Pistols now cause bleed. Pistols ignore 30% armor if the target is within 5 blocks.
perkASPistols5Desc,Increases damage by 25%. Increases rate of fire by 25%. Reload 25% faster. Reduce zombie movement speed on leg shot. Pistols now cause bleed. Pistols ignore 30% armor if the target is within 5 blocks.
perkASShotguns1Desc,Increases damage by 5%. Increases rate of fire by 5%. Reload 5% faster. This increases at level 21.
perkASShotguns2Desc,Increases damage by 10%. Increases rate of fire by 10%. Reload 10% faster. This increases at level 41. Increases damage to wood by 300%
perkASShotguns3Desc,Increases damage by 15%. Increases rate of fire by 15%. Reload 15% faster. This increases at level 61. Increases damage to wood by 300%
perkASShotguns4Desc,Increases damage by 20%. Increases rate of fire by 20%. Reload 20% faster. This increases at level 81. Increases damage to wood by 300%. Gain an extra 20% damage with shotguns.
perkASShotguns5Desc,Increases damage by 25%. Increases rate of fire by 25%. Reload 25% faster. Increases damage to wood by 300%. Gain an extra 20% damage with shotguns. Increase dismemberment chance by 30% if your target is within 3 blocks.
perkASRifles1Desc,Increases damage by 5%. Increases rate of fire by 5%. Reload 5% faster. This increases at level 21.
perkASRifles2Desc,Increases damage by 10%. Increases rate of fire by 10%. Reload 10% faster. This increases at level 41.
perkASRifles3Desc,Increases damage by 15%. Increases rate of fire by 15%. Reload 25% faster. This increases at level 61. Reduce zombie movement on leg shot.
perkASRifles4Desc,Increases damage by 20%. Increases rate of fire by 20%. Reload 30% faster. This increases at level 81. Reduce zombie movement on leg shot. Gain 10% damage while aiming with a scope.
perkASRifles5Desc,Increases damage by 25%. Increases rate of fire by 25%. Reload 45% faster. Reduce zombie movement on leg shot. Gain 10% damage while aiming with a scope. Stun zombies on head shot.
buffArmBrokenTooltip,Your arm is broken. A cast will speed up healing.
buffLegBrokenTooltip,Your leg is broken. A cast would speed up healing.
statEntityDamageRifle,Rifle Damage
statSpreadMultiHip,Hip Fire Spread
statSpreadMultiAim,Aim Fire Spread
DFgrowingCropsTip,"Growing crops in Darkness Falls requires a little extra work. The Scrap Iron Hoe can prepare ground for you to plant on, or you can use the farm plot block.\n\nAll crops require water within 4 blocks or they will not grow. This does not apply to trees.\n\nThe farmer class has access to Irrigation systems, which replaces the need for water to be near the crops.\n\nThe Living Off The Land perk will increase the amount of crops you get when you punch them. Pressing the action key to pick up plants does not benefit from this perk."
DFgrowingCropsTip_title,Growing Crops
animalBreedingTip_title,Animal Husbandry
animalBreedingTip,"Animal husbandry is currently only partially working.\n\nCreate a secure pen, without doors, and place the baby animal. It will eventually spawn and wander around the pen. You need a male and a female animal in order to breed more animals.\n\nAs of right now, you can only kill them for meat. This will be expanded upon at a later date."
perkTranshumanName,Transhuman
perkTranshumanDesc,Sticking all that tech in your body was bound to have am effect. You are now more than human.
perkTranshumanRank1Desc,Increase physical damage resistance by 2%. Increase heat and cold resistance by 2%. Increase block damage and harvest amount by 1% for mining tools. Increase melee weapon damage by 1%. Increase melee weapon dismemberment chance by 5%
perkTranshumanRank2Desc,Increase physical damage resistance by 4%. Increase heat and cold resistance by 4%. Increase block damage and harvest amount by 2% for mining tools. Increase melee weapon damage by 2%. Increase melee weapon dismemberment chance by 10%
perkTranshumanRank3Desc,Increase physical damage resistance by 6%. Increase heat and cold resistance by 6%. Increase block damage and harvest amount by 3% for mining tools. Increase melee weapon damage by 3%. Increase melee weapon dismemberment chance by 15%
perkTranshumanRank4Desc,Increase physical damage resistance by 8%. Increase heat and cold resistance by 8%. Increase block damage and harvest amount by 4% for mining tools. Increase melee weapon damage by 4%. Increase melee weapon dismemberment chance by 20%
perkTranshumanRank5Desc,Increase physical damage resistance by 10%. Increase heat and cold resistance by 10%. Increase block damage and harvest amount by 5% for mining tools. Increase melee weapon damage by 5%. Increase melee weapon dismemberment chance by 25%
foodCookedChili,Cooked Chilli
foodCookedPasta,Cooked Pasta
foodCookedMiso,Cooked Miso
foodCookedPeaSoup,Cooked Pea Soup
foodCookedChickenSoup,Cooked Chicken Soup
foodCookedShamSoup,Cooked Sham Soup
DFcookedCannedFoodDesc,"Cooked can food may cost more in terms of resources, but it removes the food poisoning chance so it is safe to eat."
statReloadSpeedMultiplier,Reload Speed
DFgunBlackSky,[DECEA3]Black Sky[-]
DFgunBlackSkyDesc,"A legendary desert vulture that, so the tales say, deals more damage to all targets when night falls."
loadingTipArmor,Armor increases your Armor Rating which is visible in the character screen. An armor rating of 90 reduces incoming damage by 90%. Armor also can provide some resistance to effects like bleeding or being stunned. Some armor slows you down and uses more stamina to move in.
loadingTipArmor_title,Armor
loadingTipAxes,"Axes are excellent at harvesting wood, but are not the weapon of choice for killing zombies."
loadingTipAxes_title,Axes
loadingTipBandages,Some cuts can be serious and cause you to bleed out. Carry bandages on your belt so you can quickly apply them with [action:local:Primary] to stop bleeding. Use [action:local:Secondary] on an ally to heal them.
loadingTipBandages_title,Bandages
loadingTipBaseUpgrading,"Building blocks can be upgraded to stronger versions using material and a stone axe.\nThe most common upgrade materials are: wood, cobblestone rocks, concrete mix and forged steel."
loadingTipBaseUpgrading_title,Base Upgrading
loadingTipBuffs,"During the game you will have many status effects. (buffs and debuffs)\nWhile you are in any game menu such as Skills or Crafting, click on the effect icon at the far left and you will be taken to the effect description."
loadingTipBuffs_title,Status Effects
loadingTipDistraction,By throwing a small stone or a snowball you may distract an idle or roaming zombie.\nHold down [action:local:Primary] to charge your throw and watch them walk off where your distraction went.
loadingTipDistraction_title,Distraction
loadingTipExtCharStats,"To access the character menu press [action:local:Inventory][action:permanent:Character], below your character’s name select the Extended Character Stats tab to see all your character’s total stats which include perks, buffs, equipped clothing, armor and weapons."
loadingTipExtCharStats_title,Extended Character Stats
loadingTipGlue,"Cook bones into glue in a cooking pot or chemistry station. Glue is an essential ingredient to make duct tape, the most useful item in the apocalypse."
loadingTipGlue_title,Glue
loadingTipHarvestingCorpses,"Animal corpses and rotten remains can be harvested for hide, meat, and bone. Bone is used for crafting glue and duct tape.\nA stone axe will do but knives and machetes are more efficient. A bone knife can be crafted early."
loadingTipHarvestingCorpses_title,Harvesting Corpses
loadingTipHarvestingResources,"Harvest resources such as trees, rocks and more using your fists with [action:local:Primary]. Tools are much faster and yield higher amounts of resources."
loadingTipHarvestingResources_title,Harvesting Resources
loadingTipItemStats,"To view an item’s stats first select it in your inventory. The inspection window will show item stats, including the effects of installed mods. Learn more about the item by selecting its description tab.\nLearn more about total stats in the Extended Character Stats tip."
loadingTipItemStats_title,Items Stats
loadingTipJournalEntries,You can learn how to play the game by reading journal tips signified by the pen icon on the top tool bar.\nPress [action:local:Inventory][action:permanent:Journal] and click on the flashing pen icon to access journal entries.
loadingTipJournalEntries_title,Journal Entries
loadingTipPickaxes,"Pickaxes are great for harvesting the various ores such as iron, lead, coal, oil shale and potassium nitrate."
loadingTipPickaxes_title,Pickaxes
loadingTipQuestSharing,If you play with friends you can share most quests so all participants get the reward for completion. After receiving a quest press [action:local:Inventory][action:permanent:Quests] and click on the exclamation mark icon to access quests.\nIf you click on a quest that can be shared then a button will show above the list of quests.\nIf you receive a shared quest make sure it is the active one so that you see the tasks.
loadingTipQuestSharing_title,Sharing Quests
loadingTipRadials,"The interact [action:local:Activate][action:permanent:Activate], reload [action:local:Reload][action:permanent:Reload], flashlight [action:local:ToggleFlashlight][action:permanent:ToggleFlashlight] and inventory [action:local:Inventory][action:permanent:Inventory] buttons have a radial menu that shows up when keeping the button pressed for a moment. These give you more options depending on the current context."
loadingTipRadials_title,Radial menus
loadingTipScrapping,In your inventory you can scrap many looted and harvested items down to their base material to save space.\nWhen scrapping items you lose 25% of the material but you can also smelt brass or iron items in a forge to get the full value.
loadingTipScrapping_title,Scrapping Items
loadingTipSledgehammers,Sledgehammers are great for breaking things but yield little or no harvest.
loadingTipSledgehammers_title,Sledgehammers
loadingTipStealth,"If you crouch down you are sneaking. Enemies will have a harder time seeing and hearing you and you can increase your stealthiness with perks, items and item mods. The stealth meter does not show specifically sight or sound but a combined value that lets you see to which degree an action affects your stealth."
loadingTipStealth_title,Stealth and Sneaking
loadingTipSteelKnuckles,Steel knuckles are the most devastating brawling weapon and can also be used to harvest meat from animals and remains.
loadingTipSteelKnuckles_title,Steel knuckles
loadingTipUnlockingRecipes,If a recipe shows a lock item then you cannot craft it yet. Clicking on it will show you one or more ways to unlock it.\nEvery recipe that can be unlocked with a perk can also be unlocked by a book or schematic but perks typically offer extra benefits.
loadingTipUnlockingRecipes_title,Unlocking Recipes
loadingTipUsingIronTools,"An iron pickaxe damages metal much faster than a stone axe, but also costs much more stamina. Gaining levels and eating cooked foods increases your base stamina.\nBeverages and perks can help with stamina regeneration, stamina cost and calories burned."
loadingTipUsingIronTools_title,Using Iron Tools
loadingTipWhatIsItGoodFor,You may loot or harvest an item and not know its importance. In your inventory select an item and then select RECIPES from the action menu. This will display all recipes that can be made using this item and the required workstation.
loadingTipWhatIsItGoodFor_title,What is this good for?
loadingTipWrenches,"Wrenches, ratchets and impact drivers are best at harvesting mechanical items. If you see a different animation then you can get special resources like electrical parts that you would not get with a pickaxe."
loadingTipWrenches_title,Wrenches
loadingTipBladedWeapons_title,Bladed Weapons
loadingTipCraftingBetterQL_title,How do I craft better tools?
loadingTipEncumbrance_title,Encumbrance
loadingTipMainHUD_title,Main Screen Bars
loadingTipProperTools_title,The Right Tool for the job
loadingTipStoneAxe_title,The Stone Axe
loadingTipWorkstations_title,Workstations
